severity,ATFD_type,DIT_type,FANOUT_type,LCOM5_type,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOI_package,NOMNAMM_package,NOM_project,NOPK_project,RFC_type,TCC_type,WOC_type,isStatic_type,num_final_attributes,num_not_final_not_static_attributes,number_constructor_DefaultConstructor_methods,number_not_final_not_static_methods,number_private_visibility_methods,number_private_visibility_attributes,number_protected_visibility_attributes,modifier_type,visibility_type
2,14,1,20,0.941815857,2133,0,0,14,23,10,271,1092,16,189,0.473993668,0.738461538,0,3,20,0,68,1,18,2,other,public
0,0,3,0,1,21,63,0,0,1,0,78,1199,9,2,1,1,0,0,1,0,2,0,1,0,other,public
2,11,1,23,0.896551724,1323,0,0,6,8,0,78,1199,9,69,0.636842105,0.535714286,0,0,8,0,30,9,0,0,other,public
0,0,2,1,1,263,0,0,7,13,4,74,1199,9,16,0.032967033,0,0,0,8,0,15,0,0,8,abstract,public
3,0,1,0,0.9375,97,0,0,16,8,1,49,1199,9,17,0.066666667,0,0,0,8,0,17,0,8,0,other,package
1,3,2,3,0.683333333,218,3,2,0,5,0,38,1278,16,19,0.755555556,1,0,0,4,0,11,2,5,0,other,public
0,0,1,0,0,8,0,0,0,0,0,38,1278,16,1,1,1,0,0,0,1,2,0,0,0,other,public
3,101,1,41,0.984028394,3129,0,2,89,77,13,190,1278,16,328,0.277389517,0.385714286,0,3,74,0,153,19,76,1,other,public
3,1,1,0,0.9725,380,0,1,40,20,13,190,1278,16,41,0.029268293,0.024390244,0,0,20,1,42,0,20,0,other,public
3,0,1,0,0.733333333,61,0,0,6,3,0,62,1278,16,6,0.333333333,0,0,0,3,1,7,0,3,0,other,public
2,0,1,0,0.8,26,0,0,6,3,1,35,1278,16,6,0.2,0,0,0,3,0,6,0,3,0,other,public
1,0,1,14,0.866666667,561,0,0,0,1,1,25,1271,10,42,0.622222222,1,0,1,0,0,1,6,1,0,final,public
2,0,1,1,0.861111111,90,0,0,7,4,6,102,1271,10,12,0.133333333,0.3,0,0,4,1,11,0,4,0,final,package
2,6,1,23,0.811111111,1142,0,0,0,9,0,247,1271,10,82,0.405797101,1,0,7,2,0,31,6,8,0,final,public
3,1,2,1,0.833333333,33,17,0,6,3,0,247,1271,10,25,0.2,0,0,0,3,0,7,0,3,0,final,package
2,0,1,0,0.892857143,38,0,0,7,4,0,247,1271,10,8,0.142857143,0,0,0,4,0,8,0,4,0,final,package
3,1,1,0,0.924242424,56,0,0,11,6,0,247,1271,10,12,0.090909091,0,0,0,6,0,12,0,6,0,final,package
2,2,1,0,0.934065934,65,0,0,13,7,0,247,1271,10,14,0.076923077,0,0,0,7,0,14,0,7,0,final,package
2,0,1,0,0.911111111,47,0,0,9,5,0,247,1271,10,10,0.111111111,0,0,0,5,0,10,0,5,0,final,package
0,0,4,1,1,59,45,1,0,1,0,7,1302,15,7,0,1,0,1,0,0,6,1,1,0,other,public
0,0,1,0,0,5,0,0,0,0,0,7,1302,15,1,1,0,0,0,0,1,2,0,0,0,other,package
3,51,1,7,0.825892857,695,0,2,2,22,0,37,1404,12,49,0.722222222,0.75,0,3,19,0,16,7,10,0,other,public
0,13,1,4,0.892857143,125,0,1,0,5,0,37,1404,12,16,0.5,1,0,3,2,0,8,3,0,0,other,public
3,65,1,24,0.945436508,2137,0,1,2,155,0,63,1404,12,126,0.335994194,0.26,0,15,130,0,57,11,9,0,other,public
3,122,2,19,1,1690,4,0,2,3,1,75,1404,12,112,0,0.666666667,0,3,0,0,34,29,3,0,other,public
3,127,1,18,1,590,0,0,0,15,0,30,1450,15,107,1,1,0,12,1,0,15,12,14,0,other,public
1,71,1,14,0.997311828,531,0,0,0,31,0,30,1450,15,81,1,0.2,0,24,5,0,11,7,6,0,other,public
0,0,6,3,0.868131868,250,536,0,7,7,0,263,1450,15,17,0.533333333,0.363636364,0,0,7,0,14,3,7,0,other,public
3,36,6,62,0.992742708,1867,531,0,5,109,0,263,1450,15,197,0.219373219,0.348484848,0,42,61,0,46,40,70,0,other,public
2,6,2,19,0.970905172,1097,50,1,13,32,1,341,1450,15,96,0.120107962,0.652173913,0,2,30,0,59,18,27,0,other,public
0,0,1,1,0,12,0,0,0,0,0,12,1447,21,3,0,1,0,0,0,1,3,0,0,0,other,public
0,0,1,2,0,29,0,0,0,4,0,12,1447,21,6,1,1,0,0,4,0,4,1,4,0,other,public
1,1,1,3,0.71875,94,0,0,5,4,17,253,1447,21,13,0.642857143,0.375,0,0,4,0,8,0,3,0,other,public
0,5,1,9,0.863636364,290,0,0,0,2,0,112,1593,30,34,0.890909091,1,0,1,1,0,12,0,1,1,other,public
0,1,1,5,1,47,0,0,1,1,0,112,1593,30,9,1,0.5,0,0,0,1,3,0,1,0,other,public
1,0,1,0,0.9375,117,0,1,5,6,0,112,1593,30,9,0.142857143,0.333333333,1,0,6,0,9,0,3,0,other,public
3,24,3,13,0.894965278,1812,31,17,8,16,1,281,1593,30,178,0.47144075,0.875,0,2,14,0,73,1,15,0,other,public
0,0,1,0,0,24,0,0,0,6,1,27,1593,30,1,1,0.142857143,0,3,3,0,1,0,0,0,other,public
0,3,1,3,1,131,0,1,2,3,1,34,1475,19,12,0,0.75,0,0,3,0,9,1,3,0,other,public
0,0,1,0,0.846153846,255,0,0,0,6,1,34,1475,19,14,0.464285714,1,0,0,6,0,14,4,6,0,other,public
0,0,1,2,0.142857143,88,0,1,0,1,3,130,1805,26,16,1,1,0,0,1,0,8,0,1,0,final,package
0,2,1,13,1,155,0,0,0,10,3,130,1805,26,23,0.047619048,0,0,8,2,0,7,0,0,1,abstract,public
3,0,1,0,0.978787879,149,0,0,16,16,3,64,1805,26,23,0.051948052,0,1,6,10,0,23,0,11,0,final,package
3,39,2,47,0.914438503,2165,3,3,1,44,0,105,1805,26,133,0.192307692,1,0,16,28,0,17,4,37,0,final,public
0,0,2,2,0,21,4,1,0,0,0,143,2118,22,22,1,1,0,0,0,0,2,0,0,0,final,public
0,1,3,2,1,31,6,0,0,1,0,143,2118,22,11,0,1,0,1,0,0,2,1,1,0,other,public
2,8,1,45,0.980917308,1526,0,0,19,29,0,176,2118,22,175,0.102798401,0.391304348,0,1,28,0,104,0,0,28,other,public
0,1,5,4,1,227,698,0,5,17,0,176,2118,22,15,0.111111111,0.5,0,1,16,0,10,0,1,16,other,public
0,0,1,1,0,24,0,0,0,1,2,471,2989,13,3,1,0,0,1,0,0,2,0,0,0,abstract,public
0,0,1,0,0,58,0,0,0,0,2,471,2989,13,11,0,0,0,0,0,0,11,0,0,0,other,public
2,21,2,29,0.926868045,745,0,0,13,17,0,145,2989,13,130,0.327635328,0,0,0,17,0,38,10,17,0,other,public
3,3,5,5,0.959582943,2078,520,0,36,97,1,400,1879,22,94,0.11512605,0.292929293,0,34,63,0,89,3,59,2,other,public
0,0,2,3,0.970238095,596,13,3,2,7,1,400,1879,22,43,0.18115942,0.454545455,0,4,3,0,25,0,0,2,other,public
3,32,2,3,0.961755233,2214,13,3,7,46,1,400,1879,22,72,0.326797386,0.392857143,0,17,29,0,55,35,23,8,other,public
1,0,2,2,0.901185771,1231,13,3,5,11,1,400,1879,22,48,0.300724638,0.384615385,0,3,8,1,23,0,0,4,other,public
1,0,1,0,0.9,121,0,0,5,6,1,400,1879,22,11,0.177777778,1,0,0,6,0,11,0,2,0,other,package
3,44,2,3,0.963673469,2044,13,3,3,50,1,400,1879,22,73,0.35,0.318181818,0,14,36,0,50,33,25,13,other,public
3,0,1,0,0.875,75,0,0,8,4,0,94,1879,22,9,0.142857143,0.111111111,1,0,4,0,9,0,0,4,other,public
0,0,2,1,1,129,7,0,0,7,0,18,2169,37,12,1,0.285714286,0,5,2,0,2,0,2,0,other,public
2,0,1,1,1,120,0,0,3,19,1,3,2169,37,6,0,0.095238095,0,16,3,0,5,0,3,0,other,public
3,0,1,0,0.928571429,97,0,0,13,7,0,21,2169,37,15,0.08974359,0.133333333,0,0,7,0,15,0,7,0,other,public
2,0,1,0,0.857142857,47,0,0,5,3,0,21,2169,37,8,0.2,0,0,0,3,0,8,0,3,0,other,package
3,12,1,53,0.970950704,1550,0,0,0,33,3,326,2169,37,144,0.154326923,0.847222222,0,5,0,0,0,7,22,0,other,public
3,14,1,12,0.963869464,1127,0,0,2,22,0,46,2923,44,88,0.426742532,0.727272727,0,8,14,0,40,1,5,12,other,public
0,1,1,0,0,29,0,0,0,0,0,46,2923,44,3,0,0,0,0,0,1,4,0,0,0,other,package
3,0,1,0,0.8,61,0,0,6,3,7,469,2923,44,6,0.2,0,0,0,3,1,7,0,3,0,other,public
3,43,1,69,0.98964497,3877,0,0,39,39,7,469,2923,44,366,0.240110079,0,0,6,32,0,157,4,22,17,abstract,public
2,3,1,1,0.926190476,1399,0,2,4,28,9,462,2923,44,32,0.278325123,0.75,0,14,14,0,30,1,3,25,other,public
3,38,1,27,0.986507937,1381,0,0,3,63,0,266,2923,44,115,0.4,0.14084507,0,60,3,0,20,8,4,0,other,public
0,0,1,0,0.953571429,177,0,1,4,35,1,30,2742,33,9,0.535714286,0.217391304,0,19,14,0,8,0,2,19,other,public
1,1,2,3,0.6,36,4,0,4,2,1,197,2742,33,13,0.6,0.2,0,0,2,0,6,0,0,2,other,public
2,0,1,0,0.833333333,21,0,0,6,3,1,197,2742,33,7,0.2,0.142857143,1,0,3,0,7,0,0,3,other,public
2,0,1,0,0.666666667,20,0,0,6,3,1,197,2742,33,7,0.2,0.142857143,1,0,3,0,7,0,0,3,other,public
0,0,1,0,0,16,0,0,0,6,0,139,2742,33,1,1,0,1,0,6,0,1,0,0,0,other,protected
0,0,1,4,0,71,0,0,0,6,0,58,2742,33,5,1,0,0,6,0,0,1,1,0,0,final,public
0,0,1,1,0.857142857,269,0,0,0,3,0,8,2957,33,9,1,1,0,2,0,1,5,5,0,3,other,public
0,0,1,0,1,382,0,0,2,1,0,9,2714,40,11,0,0,0,0,1,0,10,1,0,1,abstract,public
3,2,1,2,0.928571429,175,0,0,13,6,0,58,2714,40,18,0.090909091,0.142857143,0,0,6,0,15,1,6,0,other,public
3,17,2,13,0.969551282,1157,4,2,0,52,1,67,2714,40,75,0.25,0.380952381,0,28,20,0,17,17,39,0,other,public
1,0,1,0,1,35,0,0,4,4,1,67,2714,40,5,0,0.2,0,0,4,0,5,0,4,0,other,private
3,33,2,22,0.98099311,2958,15,0,1,69,1,115,2714,40,136,0.333333333,0.375,0,32,35,0,54,52,43,14,other,public
2,0,1,0,0.888888889,109,0,0,10,5,0,32,2714,40,10,0.111111111,0,0,0,5,1,11,0,5,0,other,public
2,10,1,4,0.941176471,1184,0,0,12,17,1,46,2996,32,44,0.286764706,0.266666667,0,0,16,0,26,8,1,16,other,public
2,0,1,0,0.777777778,44,0,1,6,3,0,30,2996,32,7,0.238095238,0.142857143,0,0,3,1,8,0,3,0,other,public
3,28,4,9,0.935064935,1065,516,2,3,37,12,839,2996,32,94,0.252439024,0.806451613,0,0,34,0,45,3,0,33,other,public
2,9,1,17,0.975845411,2907,0,0,38,28,12,839,2996,32,213,0.308466343,0.669565217,0,0,28,0,137,3,0,28,other,public
3,0,1,0,0.947712418,179,0,0,17,9,0,39,2996,32,18,0.058823529,0.055555556,0,0,9,0,18,0,0,9,other,public
0,0,2,2,0.666666667,98,11,2,2,2,0,50,3790,48,22,1,0.6,0,1,1,0,7,0,1,0,other,public
0,0,1,0,0,44,0,0,0,0,0,50,3790,48,2,0,1,0,0,0,0,0,0,0,0,other,public
0,1,1,1,0.75,26,0,0,2,2,0,12,4165,108,7,0.2,0.6,0,0,2,0,5,0,0,0,other,public
0,0,1,1,0,44,0,0,0,0,0,12,4165,108,8,0,1,0,0,0,0,7,0,0,0,other,public
2,0,1,0,0.857142857,32,0,0,7,4,3,23,4165,108,8,0.142857143,0.125,0,0,4,0,8,0,4,0,other,public
3,0,1,0,0.8,24,0,0,6,3,3,23,4165,108,6,0.2,0,1,0,3,1,7,0,3,0,other,public
2,0,1,0,0.8,25,0,0,6,3,0,327,4165,108,6,0.2,0,1,0,3,1,7,0,3,0,other,public
2,0,1,0,0.833333333,29,0,0,6,3,0,327,4165,108,7,0.2,0.142857143,1,0,3,0,7,0,3,0,other,public
2,0,1,0,0.8,24,0,0,6,3,0,16,4165,108,6,0.2,0,0,0,3,1,7,0,3,0,other,public
2,0,1,0,0.8,23,0,0,6,3,0,16,4165,108,6,0.2,0,0,0,3,0,6,0,3,0,other,public
2,0,1,0,0.857142857,31,0,0,8,4,0,16,4165,108,8,0.142857143,0,0,0,4,0,8,0,4,0,other,public
0,0,1,0,0,3,0,0,0,0,0,235,4143,24,1,1,0,0,0,0,1,1,0,0,0,other,package
0,0,1,2,0,3,0,0,0,0,0,235,4143,24,3,1,0,0,0,0,1,1,0,0,0,other,package
0,0,1,0,0,230,0,0,0,109,0,2,4143,24,1,1,0,0,109,0,0,1,0,0,0,other,public
0,12,1,0,0,110,0,0,0,33,0,2,4143,24,1,1,0,0,33,0,0,1,0,0,0,other,public
0,25,2,15,0,214,5,0,0,0,1,41,3884,40,51,1,1,0,0,0,0,5,3,0,0,other,public
2,3,5,10,0.888888889,272,520,0,6,6,6,214,3884,40,21,0.6,0.2,0,0,6,0,7,1,0,6,other,public
2,0,1,0,1,34,0,0,4,7,1,3,4551,28,5,0,0.125,0,0,4,0,5,0,0,0,other,public
3,34,3,21,0.944444444,1400,123,34,3,3,1,161,4551,28,302,0.340243902,0.909090909,0,0,2,0,43,0,1,1,other,public
2,0,1,0,0.8,31,0,0,6,3,8,1562,4551,28,6,0.2,0,0,0,3,1,7,0,0,0,other,package
2,0,3,0,1,63,14,1,5,5,3,335,4551,28,7,0.3,0.285714286,0,0,5,0,7,0,0,0,other,public
3,20,1,36,0.984424976,2792,0,0,46,47,6,749,4551,28,248,0.272108844,0.620437956,0,0,38,0,153,3,20,17,other,public
3,19,1,21,0.964444444,1299,0,0,18,25,6,749,4551,28,120,0.43962585,0.627906977,0,0,25,0,55,5,23,0,other,public
2,0,1,0,0.777777778,79,0,1,4,3,0,16,4305,35,7,0.238095238,0.428571429,0,0,3,0,7,0,3,0,other,public
2,0,1,0,1,63,0,0,4,4,0,40,4305,35,5,0,0.2,1,0,4,0,5,0,4,0,other,private
2,0,1,0,0.9,117,0,0,10,5,0,75,4305,35,11,0.111111111,0.090909091,1,0,5,0,11,0,5,0,other,public
3,15,6,25,0.972906404,2396,129,0,9,14,2,163,4305,35,93,0.073891626,0.607142857,0,1,10,0,25,1,12,0,other,public
2,0,1,0,1,101,0,0,6,6,2,163,4305,35,7,0,0.142857143,1,0,6,0,7,0,6,0,other,public
2,0,2,1,1,48,5,0,6,6,3,239,4305,35,14,0.2,0.181818182,0,3,3,0,8,0,3,0,other,public
3,17,1,2,0.833333333,1217,0,0,0,1,3,239,4305,35,38,0.3,1,0,1,0,0,0,2,1,0,other,public
2,0,1,0,0.909090909,125,0,0,10,5,0,40,4305,35,12,0.111111111,0.166666667,1,0,5,0,12,0,5,0,other,public
2,0,1,0,1,91,0,0,6,6,0,40,4305,35,7,0,0.142857143,1,0,6,0,7,0,6,0,other,package
3,28,2,13,0.928571429,2412,8,0,0,7,0,52,4305,35,85,0.333333333,1,0,0,6,0,9,4,7,0,other,public
2,0,1,0,0.857142857,81,0,0,6,3,0,63,4305,35,8,0.2,0.25,1,0,3,0,8,0,3,0,other,public
3,27,1,35,0.961791831,1494,0,0,23,33,2,203,4305,35,202,0.347338936,0.744186047,0,0,25,0,87,7,33,0,other,public
3,34,7,9,1,5126,158,1,0,9,0,103,4305,35,134,0,0.8,0,1,7,0,3,3,8,0,other,public
3,34,7,11,1,5349,158,1,0,9,0,113,4305,35,134,0,0.8,0,1,7,0,3,4,8,0,other,public
0,3,1,2,0,14,0,0,0,0,3,40,5527,85,6,0,1,0,0,0,0,2,0,0,0,other,public
1,2,2,4,0.861111111,78,4,0,6,4,0,8,5527,85,20,0.166666667,0.4,0,0,4,0,10,0,4,0,other,public
3,0,1,0,0.968531469,292,0,0,22,13,0,5,5527,85,23,0.044117647,0,0,2,11,0,23,5,11,0,other,public
